customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Monthly,Total
2580-ATZSQ,Não,Female,0,Sim,Sim,65,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,One year,Não,Bank transfer (automatic),61.35,3874.1
2581-VKIRT,Não,Female,0,Sim,Sim,59,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,One year,Não,Mailed check,65.5,3801.3
2582-FFFZR,Não,Female,0,Não,Não,22,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Não,Sim,Sim,Month-to-month,Sim,Electronic check,50.6,1073.3
2585-KTFRE,Não,Male,0,Não,Sim,1,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Sim,Month-to-month,Sim,Bank transfer (automatic),70.45,70.45
2586-CWXVV,Não,Male,0,Sim,Não,54,Não,Sem serviço de telefone,DSL,Não,Sim,Não,Não,Não,Não,Month-to-month,Não,Electronic check,30.4,1621.35
2587-EKXTS,Não,Male,0,Não,Não,44,Sim,Sim,Fiber optic,Sim,Sim,Sim,Não,Sim,Sim,Month-to-month,Sim,Electronic check,111.5,4915.15
2587-YNLES,Não,Female,0,Sim,Sim,6,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Mailed check,20.1,100.35
2589-AYCRP,Não,Female,0,Não,Não,50,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,One year,Não,Bank transfer (automatic),19.75,989.05
2592-HODOV,Não,Male,0,Não,Não,13,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,One year,Não,Credit card (automatic),19.3,259.65
2592-SEIFQ,Sim,Male,0,Não,Não,3,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Month-to-month,Não,Electronic check,24.75,66.95
2592-YKDIF,Não,Female,0,Não,Não,1,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Não,Mailed check,20.35,20.35
2595-KIWPV,Não,Male,0,Não,Sim,27,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Credit card (automatic),19.7,509.3
2599-CIPQE,Não,Male,0,Sim,Sim,71,Sim,Não,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Two year,Não,Credit card (automatic),109.3,7782.85
2599-CZABP,Não,Male,0,Sim,Não,14,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,One year,Não,Electronic check,44.6,641.25
2599-GTQWQ,,Male,1,Não,Não,39,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Sim,Month-to-month,Sim,Bank transfer (automatic),95.65,3759.05
2603-HVKCG,Não,Male,0,Não,Não,31,Sim,Não,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,Month-to-month,Sim,Electronic check,101.4,3143.65
2604-IJPDU,Não,Female,0,Sim,Não,20,Sim,Não,Fiber optic,Sim,Sim,Não,Sim,Sim,Não,Month-to-month,Sim,Electronic check,96.55,1901.65
2604-XVDAM,Não,Female,0,Não,Não,12,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Month-to-month,Não,Bank transfer (automatic),43.8,540.95
2606-PKWJB,Não,Male,0,Não,Sim,40,Não,Sem serviço de telefone,DSL,Sim,Sim,Não,Sim,Não,Não,One year,Não,Mailed check,40.25,1564.05
2606-RMDHZ,Sim,Male,0,Não,Não,6,Não,Sem serviço de telefone,DSL,Não,Sim,Não,Não,Não,Não,Month-to-month,Sim,Credit card (automatic),30.5,208.7
2607-DHDAK,Não,Male,0,Sim,Sim,72,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Sim,Credit card (automatic),19.8,1414.65
2607-FBDFF,Não,Male,0,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Month-to-month,Não,Credit card (automatic),49.0,49.0
2608-BHKFN,Sim,Female,0,Não,Não,4,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Month-to-month,Sim,Credit card (automatic),70.05,266.9
2609-IAICY,Sim,Female,0,Não,Não,1,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Não,Month-to-month,Sim,Electronic check,77.15,77.15
2612-PHGOX,Não,Male,0,Sim,Não,64,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Não,Two year,Sim,Bank transfer (automatic),76.1,4818.8
2612-RANWT,Sim,Female,0,Não,Não,12,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Month-to-month,Sim,Bank transfer (automatic),100.15,1164.3
2612-RRIDN,Sim,Male,0,Não,Não,4,Sim,Não,Fiber optic,Não,Não,Não,Não,Sim,Não,Month-to-month,Sim,Electronic check,81.0,340.85
2615-YVMYX,Não,Male,1,Sim,Não,71,Sim,Sim,Fiber optic,Sim,Sim,Sim,Não,Sim,Sim,Month-to-month,Sim,Electronic check,107.5,7713.55
2616-FLVQC,Não,Male,0,Não,Não,64,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Mailed check,19.55,1240.15
2616-UUTFK,Não,Male,0,Sim,Não,33,Sim,Sim,DSL,Sim,Sim,Sim,Não,Sim,Não,Month-to-month,Sim,Bank transfer (automatic),72.75,2447.45
2619-WFQWU,Sim,Female,0,Não,Não,1,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Month-to-month,Sim,Mailed check,70.15,70.15
2621-UDNLU,Não,Female,0,Sim,Não,3,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Não,Mailed check,20.85,72.0
2623-DRYAM,Não,Female,0,Sim,Não,70,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Sim,One year,Sim,Electronic check,101.75,7069.3
2625-TRCZQ,Não,Female,0,Sim,Não,51,Não,Sem serviço de telefone,DSL,Não,Sim,Não,Não,Sim,Sim,Month-to-month,Sim,Electronic check,49.65,2553.35
2626-URJFX,Sim,Male,0,Sim,Sim,4,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Month-to-month,Sim,Electronic check,50.9,225.6
2626-VEEWG,Não,Male,0,Sim,Sim,67,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Sim,Credit card (automatic),19.4,1284.2
2632-IVXVF,Não,Female,0,Sim,Sim,68,Sim,Sim,Fiber optic,Sim,Não,Sim,Sim,Sim,Sim,Two year,Não,Credit card (automatic),111.75,7511.3
2632-TACXW,Não,Female,0,Sim,Não,62,Sim,Sim,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Bank transfer (automatic),23.65,1416.75
2632-UCGVD,Sim,Male,1,Sim,Não,66,Sim,Sim,Fiber optic,Não,Não,Não,Sim,Sim,Sim,Month-to-month,Sim,Credit card (automatic),100.05,6871.9
2634-HCZGT,Sim,Male,1,Sim,Não,53,Sim,Sim,DSL,Sim,Não,Não,Sim,Não,Não,One year,Sim,Electronic check,60.05,3229.65
2636-ALXXZ,Sim,Female,1,Não,Não,1,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Month-to-month,Sim,Electronic check,69.6,69.6
2636-OHFMN,Sim,Male,0,Sim,Não,4,Não,Sem serviço de telefone,DSL,Não,Sim,Não,Não,Sim,Sim,Month-to-month,Sim,Electronic check,48.55,201.0
2636-SJDOU,Não,Male,0,Não,Não,64,Sim,Sim,Fiber optic,Sim,Sim,Não,Não,Não,Não,One year,Sim,Credit card (automatic),84.3,5289.05
2637-FKFSY,Não,Female,0,Sim,Não,3,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Month-to-month,Sim,Mailed check,46.1,130.15
2639-UGMAZ,Não,Male,1,Não,Não,71,Não,Sem serviço de telefone,DSL,Sim,Sim,Não,Não,Sim,Sim,One year,Sim,Electronic check,56.45,3985.35
2640-LYMOV,Não,Male,0,Não,Não,2,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Sim,Mailed check,19.65,38.8
2640-PMGFL,Sim,Male,0,Não,Sim,27,Sim,Sim,Fiber optic,Não,Não,Não,Sim,Não,Não,Month-to-month,Sim,Electronic check,79.5,2180.55
2642-DTVCO,Sim,Male,1,Não,Não,9,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Sim,Month-to-month,Sim,Electronic check,85.05,746.5
2642-MAWLJ,Não,Female,0,Sim,Sim,36,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Bank transfer (automatic),20.25,717.95
2642-NQSNM,,Female,0,Não,Não,8,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,One year,Não,Bank transfer (automatic),54.25,447.75
2645-QTLMB,Sim,Male,0,Não,Não,7,Sim,Não,Fiber optic,Não,Sim,Não,Não,Sim,Sim,Month-to-month,Sim,Electronic check,94.25,669.0
2649-HWLYB,Não,Male,0,Sim,Não,65,Sim,Sim,DSL,Sim,Não,Sim,Sim,Não,Sim,Two year,Não,Bank transfer (automatic),76.15,4929.55
2650-GYRYL,Não,Male,0,Sim,Sim,33,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,One year,Sim,Bank transfer (automatic),19.45,600.25
2651-ZCBXV,Não,Male,0,Não,Não,54,Sim,Sim,Fiber optic,Sim,Sim,Não,Sim,Sim,Sim,Two year,Sim,Credit card (automatic),108.0,5760.65
2654-VBVPB,Não,Female,0,Não,Não,1,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Não,Bank transfer (automatic),19.9,19.9
2656-FMOKZ,Sim,Female,1,Não,Não,15,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Não,Month-to-month,Sim,Mailed check,74.45,1145.7
2656-TABEH,Sim,Male,0,Sim,Não,4,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Sim,Sim,Month-to-month,Sim,Electronic check,100.2,420.2
2657-ALMWY,Sim,Female,1,Sim,Não,26,Sim,Não,Fiber optic,Não,Sim,Não,Não,Não,Sim,Month-to-month,Não,Electronic check,84.95,2169.75
2657-VPXTA,Não,Female,0,Sim,Sim,10,Sim,Não,Fiber optic,Não,Não,Não,Não,Sim,Sim,Month-to-month,Sim,Electronic check,88.85,929.45
2659-VXMWZ,Sim,Male,0,Sim,Sim,67,Sim,Sim,Fiber optic,Sim,Sim,Sim,Não,Sim,Sim,One year,Sim,Electronic check,111.3,7482.1
2660-EMUBI,Sim,Male,1,Não,Não,10,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Sim,Month-to-month,Sim,Electronic check,95.35,898.35
2661-GKBTK,Não,Male,0,Sim,Sim,60,Sim,Não,DSL,Não,Sim,Não,Sim,Sim,Sim,Two year,Não,Bank transfer (automatic),76.95,4543.95
2662-NNTDK,Não,Male,0,Não,Não,65,Sim,Sim,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,One year,Não,Credit card (automatic),24.8,1600.95
2664-XJZNO,Não,Male,0,Sim,Sim,72,Sim,Não,Fiber optic,Sim,Não,Sim,Sim,Sim,Sim,Two year,Sim,Credit card (automatic),104.9,7559.55
2665-NPTGL,Não,Female,1,Sim,Não,26,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Month-to-month,Sim,Bank transfer (automatic),98.1,2510.7
2667-WYLWJ,Sim,Female,0,Sim,Sim,8,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,One year,Sim,Mailed check,19.75,145.0
2668-TZSPS,Não,Male,0,Não,Não,1,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Não,Mailed check,20.45,20.45
2669-OIDSD,Não,Female,0,Sim,Não,48,Sim,Não,Fiber optic,Não,Não,Sim,Sim,Sim,Sim,Month-to-month,Sim,Credit card (automatic),100.05,4834.0
2669-QVCRG,Não,Female,0,Não,Não,41,Sim,Sim,Fiber optic,Sim,Não,Não,Não,Não,Não,Month-to-month,Sim,Credit card (automatic),81.3,3190.65
2672-DZUOY,Sim,Male,0,Não,Não,1,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Month-to-month,Sim,Electronic check,25.15,25.15
2672-HUYVI,Sim,Female,0,Não,Não,6,Sim,Não,Fiber optic,Não,Não,Não,Não,Sim,Sim,Month-to-month,Sim,Electronic check,91.1,455.3
2672-OJQZP,Não,Female,0,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Month-to-month,Não,Mailed check,44.75,44.75
2672-SXZJB,,Female,0,Sim,Sim,56,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Sim,Credit card (automatic),19.8,1119.9
2672-TGEFF,Não,Female,0,Sim,Sim,37,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Sim,Não,Month-to-month,Sim,Electronic check,88.8,3340.55
2673-CXQEU,Não,Female,1,Não,Não,56,Sim,Sim,Fiber optic,Sim,Sim,Sim,Não,Sim,Sim,One year,Não,Electronic check,110.5,6139.5
2673-ZALNP,Não,Female,0,Não,Não,7,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,One year,Não,Mailed check,19.9,173.15
2674-MIAHT,Não,Female,0,Não,Não,4,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Não,Não,Month-to-month,Sim,Mailed check,80.3,324.2
2674-MLXMN,Não,Female,1,Não,Não,71,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Sim,Sim,Month-to-month,Sim,Credit card (automatic),99.65,6951.15
2675-DHUTR,Não,Male,1,Sim,Não,58,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Sim,Sim,Month-to-month,Sim,Electronic check,98.9,5780.7
2675-IJRGJ,Não,Male,0,Não,Não,53,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Bank transfer (automatic),19.65,978.0
2675-OTVVJ,Não,Male,1,Sim,Não,31,Sim,Sim,Fiber optic,Sim,Não,Não,Não,Sim,Não,Month-to-month,Não,Electronic check,89.45,2807.65
2676-ISHSF,Não,Male,0,Não,Não,1,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Não,Mailed check,20.3,20.3
2676-OXPPQ,Não,Male,0,Não,Não,6,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Month-to-month,Sim,Bank transfer (automatic),55.7,335.65
2676-SSLTO,Não,Male,0,Não,Não,49,Sim,Sim,DSL,Não,Não,Não,Sim,Sim,Não,Two year,Sim,Bank transfer (automatic),66.15,3199.0
2680-XKKNJ,Não,Female,0,Não,Não,8,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,One year,Não,Bank transfer (automatic),58.2,469.25
2682-KEVRP,Não,Female,1,Não,Não,22,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,One year,Sim,Mailed check,20.05,417.0
2683-BPJSO,Sim,Male,0,Sim,Não,29,Sim,Sim,Fiber optic,Sim,Sim,Não,Não,Não,Não,Month-to-month,Sim,Electronic check,84.45,2467.1
2683-JXWQQ,Não,Male,0,Sim,Sim,61,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Não,Não,Não,Month-to-month,Não,Bank transfer (automatic),33.6,2117.2
2684-EIWEO,Sim,Female,1,Não,Não,30,Sim,Sim,Fiber optic,Sim,Sim,Sim,Não,Não,Não,Month-to-month,Não,Credit card (automatic),91.7,2758.15
2685-SREOM,Sim,Female,0,Sim,Sim,25,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Não,Sim,Month-to-month,Sim,Electronic check,89.1,2368.4
2688-BHGOG,Não,Male,1,Não,Não,9,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Sim,Month-to-month,Sim,Electronic check,79.55,718.55
2690-DVRVK,Não,Male,0,Sim,Sim,5,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,One year,Não,Electronic check,20.55,99.45
2691-NZETQ,Sim,Male,0,Não,Não,9,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Não,Month-to-month,Sim,Electronic check,85.35,758.6
2692-AQCPF,Não,Female,0,Sim,Não,65,Sim,Sim,Fiber optic,Não,Sim,Sim,Sim,Sim,Sim,One year,Sim,Credit card (automatic),108.05,7118.9
2692-BUCFV,Não,Male,1,Não,Não,29,Sim,Não,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,Month-to-month,Sim,Bank transfer (automatic),101.45,2948.6
2692-PFYTJ,Não,Female,0,Não,Não,1,Sim,Sim,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Sim,Mailed check,25.75,25.75
2694-CIUMO,Não,Female,0,Não,Não,12,Sim,Sim,Fiber optic,Não,Não,Não,Sim,Não,Não,Month-to-month,Sim,Credit card (automatic),79.55,958.25
2696-ECXKC,Não,Female,0,Sim,Sim,55,Sim,Sim,Fiber optic,Sim,Não,Não,Não,Sim,Sim,One year,Não,Mailed check,100.9,5448.6
2696-NARTR,Sim,Male,0,Não,Não,11,Sim,Não,Fiber optic,Não,Não,Não,Sim,Não,Não,Month-to-month,Sim,Electronic check,73.85,926.25
2696-RZVZW,Não,Male,0,Sim,Não,68,Sim,Sim,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Credit card (automatic),25.05,1629.2
2697-NQBPF,Não,Male,0,Não,Não,34,Sim,Sim,Fiber optic,Não,Sim,Não,Sim,Sim,Sim,Month-to-month,Sim,Electronic check,105.35,3540.65
2700-LUEVA,Não,Male,0,Não,Não,1,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Não,Credit card (automatic),20.75,20.75
2703-AMTUL,Não,Male,0,Sim,Sim,36,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,One year,Não,Mailed check,53.65,1939.35
2706-QZIHY,Não,Female,0,Sim,Não,15,Sim,Sim,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Mailed check,25.2,387.9
2709-UQGNP,Não,Male,0,Não,Não,10,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Month-to-month,Sim,Mailed check,51.65,524.5
2710-WYVXG,Não,Female,0,Não,Não,3,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Sim,Two year,Não,Mailed check,71.1,213.35
2712-SYWAY,Não,Female,0,Não,Não,1,Sim,Sim,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Sim,Electronic check,25.7,25.7
2716-GFZOR,Não,Male,0,Sim,Não,43,Sim,Não,Fiber optic,Sim,Sim,Sim,Não,Não,Não,Month-to-month,Sim,Credit card (automatic),86.1,3551.65
2717-HVIZY,Não,Female,0,Não,Sim,8,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Não,Mailed check,20.05,163.6
2718-GAXQD,Sim,Female,1,Sim,Sim,4,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Month-to-month,Não,Electronic check,46.0,181.6
2718-YSKCS,Não,Male,0,Sim,Sim,71,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Sim,Bank transfer (automatic),19.6,1387.45
2719-BDAQO,Sim,Male,0,Não,Não,17,Sim,Não,Fiber optic,Sim,Não,Não,Não,Sim,Sim,Month-to-month,Não,Electronic check,93.85,1625.65
2720-FVBQP,Não,Female,0,Sim,Sim,6,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Month-to-month,Sim,Credit card (automatic),48.95,273.25
2720-WGKHP,Sim,Male,1,Não,Não,2,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Sim,Month-to-month,Sim,Electronic check,94.0,181.7
2722-JMONI,Sim,Female,1,Sim,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Month-to-month,Sim,Electronic check,49.55,49.55
2722-VOJQL,Sim,Male,0,Não,Não,64,Sim,Sim,Fiber optic,Não,Sim,Não,Sim,Sim,Sim,One year,Sim,Credit card (automatic),105.65,6903.1
2724-FJDYW,Não,Male,0,Não,Sim,39,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Sim,Sim,Sim,One year,Não,Bank transfer (automatic),54.85,2191.7
2725-IWWBA,Não,Male,0,Sim,Sim,46,Sim,Não,DSL,Sim,Não,Sim,Sim,Não,Não,One year,Não,Mailed check,56.9,2560.1
2725-KXXWT,Sim,Male,0,Sim,Não,1,Sim,Não,Fiber optic,Não,Não,Não,Não,Sim,Sim,Month-to-month,Sim,Electronic check,90.75,90.75
2725-TTRIQ,Não,Female,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Two year,Sim,Bank transfer (automatic),84.2,5986.55
2729-VNVAP,Não,Female,0,Sim,Sim,33,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Two year,Não,Credit card (automatic),19.8,641.35
2731-GJRDG,Não,Female,0,Não,Não,32,Sim,Sim,Fiber optic,Sim,Não,Sim,Sim,Sim,Sim,One year,Sim,Bank transfer (automatic),109.55,3608.0
2732-ISEZX,Não,Female,0,Não,Não,5,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Sim,Mailed check,20.5,104.3
2737-WFVYW,Sim,Female,0,Não,Não,2,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Sim,Sim,Month-to-month,Sim,Electronic check,45.25,85.5
2737-YNGYW,Sim,Female,0,Não,Não,2,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Sim,Month-to-month,Não,Electronic check,80.55,184.1
2739-CACDQ,Não,Female,1,Não,Não,17,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Não,Não,Month-to-month,Sim,Credit card (automatic),82.65,1470.05
2739-CCZMB,Não,Male,0,Não,Sim,5,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Não,Credit card (automatic),20.35,122.0
2740-JFBOK,Não,Male,0,Não,Não,10,Sim,Sim,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Month-to-month,Sim,Electronic check,24.0,226.55
2740-TVLFN,Não,Male,0,Não,Não,1,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Month-to-month,Sim,Electronic check,50.15,50.15
2746-DIJLO,Não,Female,0,Não,Não,41,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Não,One year,Sim,Credit card (automatic),56.3,2364.0
2748-MYRVK,Sim,Female,0,Não,Não,63,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Sim,Sim,One year,Não,Bank transfer (automatic),99.9,6137.0
2749-CTKAJ,Não,Male,0,Sim,Sim,22,Sim,Não,No,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,One year,Não,Mailed check,20.15,419.9
2750-BJLSB,Não,Female,0,Não,Não,47,Sim,Não,Fiber optic,Sim,Não,Sim,Sim,Sim,Sim,One year,Sim,Electronic check,103.7,4730.6
2753-JMMCV,Não,Male,0,Não,Não,65,Sim,Sim,DSL,Não,Sim,Sim,Sim,Não,Sim,Two year,Sim,Credit card (automatic),74.2,4805.65
2754-SDJRD,Não,Female,1,Não,Não,8,Sim,Sim,Fiber optic,Não,Não,Não,Sim,Sim,Sim,Month-to-month,Sim,Credit card (automatic),100.15,908.55
2754-VDLTR,Sim,Male,0,Não,Sim,10,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Sim,Month-to-month,Não,Electronic check,95.2,930.4
2754-XBHTB,Sim,Female,0,Não,Não,9,Sim,Não,Fiber optic,Não,Não,Não,Não,Sim,Não,Month-to-month,Sim,Bank transfer (automatic),77.65,714.15
2758-RNWXS,Não,Male,0,Não,Não,35,Sim,Não,Fiber optic,Sim,Não,Não,Sim,Não,Sim,One year,Sim,Electronic check,89.2,3251.3
2761-OCIAX,Sim,Male,1,Não,Não,2,Sim,Não,Fiber optic,Não,Sim,Não,Não,Não,Não,Month-to-month,Sim,Electronic check,74.7,165.4
2761-XECQW,Não,Male,1,Sim,Não,8,Não,Sem serviço de telefone,DSL,Não,Sim,Sim,Não,Não,Sim,Month-to-month,Sim,Mailed check,43.35,371.4
2770-NSVDG,Não,Male,0,Sim,Não,24,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Não,Não,Não,Month-to-month,Não,Electronic check,29.1,688.0
2773-MADBQ,Não,Female,0,Não,Não,36,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Não,Sim,Two year,Sim,Mailed check,53.1,1901.25
2773-OVBPK,Não,Male,0,Sim,Não,67,Sim,Sim,Fiber optic,Não,Sim,Sim,Sim,Sim,Sim,Two year,Sim,Bank transfer (automatic),111.3,7567.2
2774-LVQUS,Sim,Female,1,Sim,Não,15,Sim,Sim,Fiber optic,Não,Não,Sim,Sim,Não,Não,Month-to-month,Sim,Electronic check,83.05,1258.3
2775-SEFEE,Não,Male,0,Não,Sim,0,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,Two year,Sim,Bank transfer (automatic),61.9,0.0
2777-PHDEI,Sim,Female,0,Não,Não,1,Sim,Não,Fiber optic,Não,Não,Não,Não,Sim,Não,Month-to-month,Não,Electronic check,78.05,78.05
2778-OCLGR,Sim,Male,1,Sim,Não,24,Não,Sem serviço de telefone,DSL,Sim,Não,Não,Não,Não,Sim,Month-to-month,Não,Bank transfer (automatic),39.1,971.3
